CPC,ASS,count,mean,std,min,max
08001,240011,7.0,6.128571428571428,2.33646048951135,3.5,9.5
08003,240011,3.0,5.133333333333334,0.7094598884597589,4.5,5.9
08004,240011,4.0,5.125,3.7052890125692852,0.0,8.5
08005,240011,14.0,5.7928571428571445,1.8294447605402384,2.2,8.7
08006,240011,51.0,5.850980392156862,1.1880021126276852,3.3,8.7
08007,240011,14.0,6.107142857142858,0.9498698580609596,5.0,8.4
08008,240011,11.0,5.754545454545454,2.040276273627489,0.0,8.0
08009,240011,53.0,5.573584905660378,1.308132983035838,2.2,8.4
08010,240011,49.0,5.7306122448979595,1.9719072917728508,1.6,10.0
08012,240011,11.0,5.0181818181818185,1.371727510709165,2.3,7.0
08013,240011,5.0,5.64,0.6841052550594826,5.0,6.6
08014,240011,35.0,5.797142857142857,1.7186666710128582,2.3,9.0
08015,240011,12.0,5.2250000000000005,2.3440931566967915,0.0,8.8
08016,240011,9.0,6.344444444444445,1.946863574516144,2.8,10.0
08017,240011,222.0,5.691441441441443,1.4839621336821351,2.0,10.0
08018,240011,1.0,5.0,,5.0,5.0
08019,240011,3.0,5.233333333333333,2.3459184413217207,2.6,7.1
08020,240011,1.0,7.5,,7.5,7.5
08021,240011,80.0,5.72,1.5313103514327402,2.0,10.0
08022,240011,158.0,5.603797468354434,1.4880794306221292,0.0,9.4
08023,240011,22.0,5.713636363636363,1.4871818842058149,2.9,8.5
08024,240011,19.0,5.394736842105262,1.8374117315792424,0.0,9.8
08025,240011,28.0,5.453571428571429,1.5266720385293997,2.0,8.2
08026,240011,3.0,5.5,1.5132745950421558,4.3,7.2
08027,240011,33.0,5.433333333333334,1.5970024003321557,2.0,8.5
08028,240011,16.0,5.1625,1.9609096528567207,1.5,9.0
08029,240011,53.0,5.956603773584906,1.6901876811992784,2.2,9.5
08030,240011,33.0,5.1151515151515135,1.6473693446145456,1.7,7.8
08031,240011,18.0,6.811111111111112,1.4804168287776602,4.1,9.0
08032,240011,15.0,5.2,1.7768350675126992,2.1,8.7
08034,240011,333.0,5.803903903903902,1.5165402573566948,0.0,9.8
08035,240011,34.0,5.391176470588236,1.8639104619961444,1.1,8.4
08036,240011,31.0,5.919354838709676,1.8128098548641205,3.5,10.0
08037,240011,3.0,7.099999999999999,0.1000000000000001,7.0,7.2
08038,240011,1.0,4.0,,4.0,4.0
08041,240011,7.0,4.871428571428573,0.6210590034081188,3.5,5.3
08100,240011,21.0,5.185714285714286,1.7442149277786019,0.0,7.8
08110,240011,2.0,6.449999999999998,0.2121320343559641,6.3,6.6
08130,240011,3.0,6.433333333333334,0.5131601439446885,6.0,7.0
08140,240011,7.0,5.614285714285713,1.6108264663711933,3.0,7.6
08160,240011,1.0,4.5,,4.5,4.5
08170,240011,3.0,4.1000000000000005,1.2165525060596438,3.3,5.5
08172,240011,7.0,5.057142857142857,1.791514389985135,2.3,7.8
08173,240011,62.0,5.651612903225808,1.5496950451445377,0.0,9.0
08174,240011,13.0,5.6769230769230745,1.7650088980672054,2.5,9.0
08180,240011,4.0,5.975,2.0966242709015206,3.0,7.9
08181,240011,1.0,2.0,,2.0,2.0
08186,240011,2.0,4.05,1.6263455967290594,2.9,5.2
08187,240011,1.0,4.2,,4.2,4.2
08191,240011,1.0,4.2,,4.2,4.2
08193,240011,24.0,5.754166666666667,1.7156515219961008,3.0,9.3
08195,240011,7.0,5.271428571428571,1.992246877032969,2.4,7.6
08197,240011,3.0,6.2333333333333325,0.3214550253664317,6.0,6.6
08201,240011,5.0,6.6400000000000015,2.1477895613863107,3.0,8.3
08202,240011,5.0,5.7200000000000015,1.1627553482998907,4.0,7.0
08204,240011,1.0,5.1,,5.1,5.1
08205,240011,2.0,7.25,2.8991378028648453,5.2,9.3
08206,240011,1.0,5.0,,5.0,5.0
08207,240011,1.0,5.9,,5.9,5.9
08221,240011,1.0,6.7,,6.7,6.7
08230,240011,1.0,7.1,,7.1,7.1
08240,240011,9.0,5.377777777777778,1.6724067819894908,2.6,8.5
08241,240011,2.0,3.45,1.6263455967290592,2.3,4.6
08242,240011,2.0,6.05,1.3435028842544403,5.1,7.0
08243,240011,2.0,6.75,1.0606601717798212,6.0,7.5
08250,240011,1.0,9.0,,9.0,9.0
08260,240011,1.0,7.4,,7.4,7.4
08261,240011,2.0,5.3,0.2828427124746193,5.1,5.5
08290,240011,7.0,6.4714285714285715,0.8901578244226989,5.1,7.6
08291,240011,1.0,5.0,,5.0,5.0
08292,240011,2.0,6.15,1.6263455967290592,5.0,7.3
08301,240011,15.0,6.0,1.0281745265969475,4.6,8.0
08302,240011,31.0,5.6322580645161295,1.9499379642737689,1.3,10.0
