CPC,ASS,count,mean,std,min,max
08001,240022,7.0,5.742857142857143,2.3265547796811368,2.5,10.0
08003,240022,3.0,4.566666666666666,1.021436896402971,3.4,5.3
08004,240022,4.0,5.575,1.848197319912929,3.2,7.4
08005,240022,14.0,4.9714285714285715,2.0288035774919058,0.9,8.2
08006,240022,51.0,5.321568627450978,1.5949061070157329,0.6,8.4
08007,240022,14.0,5.821428571428571,1.4848872381060152,2.8,7.9
08008,240022,11.0,5.781818181818182,2.033626407095552,0.6,8.4
08009,240022,53.0,5.233962264150946,1.4708636129088888,1.0,7.6
08010,240022,49.0,5.530612244897959,1.4556218719205911,1.4,9.6
08012,240022,11.0,5.618181818181819,0.840021644742779,4.0,7.1
08013,240022,5.0,5.0,1.7029386365926402,2.5,6.9
08014,240022,35.0,5.122857142857142,1.5455982497336855,1.0,7.9
08015,240022,12.0,5.775,1.3771677127680961,4.0,9.0
08016,240022,9.0,4.466666666666667,2.6622359023948268,0.0,7.4
08017,240022,222.0,5.533783783783781,1.728489809316884,0.0,9.6
08018,240022,1.0,5.0,,5.0,5.0
08019,240022,3.0,4.4,2.8478061731796287,1.3,6.9
08020,240022,1.0,5.0,,5.0,5.0
08021,240022,80.0,5.362500000000002,1.7910024772226647,0.0,8.1
08022,240022,158.0,5.445569620253167,1.6550865406091575,0.0,9.7
08023,240022,22.0,5.363636363636363,1.8727482871934893,0.0,7.8
08024,240022,19.0,5.768421052631577,1.9581886844675127,0.0,9.1
08025,240022,28.0,5.128571428571427,1.2981060685010934,2.0,7.6
08026,240022,3.0,5.033333333333333,0.55075705472861,4.5,5.6
08027,240022,33.0,4.890909090909092,2.003647242587196,1.0,9.3
08028,240022,16.0,5.03125,1.7059576977951905,1.4,7.6
08029,240022,53.0,5.577358490566038,1.4232467634891333,1.8,9.1
08030,240022,33.0,4.93939393939394,1.5640371227090877,0.0,7.9
08031,240022,18.0,5.922222222222223,1.3765068985769982,3.4,7.8
08032,240022,15.0,4.573333333333334,1.6095548038717622,0.0,7.2
08034,240022,333.0,5.32252252252252,1.7991807716400818,0.0,9.3
08035,240022,34.0,5.114705882352942,1.9451777753048964,0.0,9.3
08036,240022,31.0,5.441935483870966,1.8267957728489863,2.1,9.2
08037,240022,3.0,6.533333333333334,1.361371857110809,5.0,7.6
08038,240022,1.0,4.3,,4.3,4.3
08041,240022,7.0,4.814285714285714,1.841583169837456,1.4,7.1
08100,240022,21.0,5.257142857142857,1.3399893389767803,1.2,6.9
08110,240022,2.0,6.050000000000002,0.9192388155425116,5.4,6.7
08130,240022,3.0,4.6000000000000005,2.563201123595259,2.2,7.3
08140,240022,7.0,4.942857142857141,1.8617707904547425,1.9,7.4
08160,240022,1.0,6.9,,6.9,6.9
08170,240022,3.0,4.633333333333334,1.6743157806499145,2.7,5.6
08172,240022,7.0,5.114285714285715,2.5660790916809058,0.0,7.3
08173,240022,62.0,5.145161290322581,1.4773344870657146,1.3,7.8
08174,240022,13.0,6.230769230769232,1.8098732070620376,3.3,9.0
08180,240022,4.0,5.65,0.8185352771872452,5.0,6.7
08181,240022,1.0,6.9,,6.9,6.9
08186,240022,2.0,4.55,2.3334523779156067,2.9,6.2
08187,240022,1.0,5.0,,5.0,5.0
08191,240022,1.0,5.9,,5.9,5.9
08193,240022,24.0,5.0041666666666655,2.0598605201126703,0.0,8.4
08195,240022,7.0,4.842857142857143,1.6621844491082038,2.4,7.2
08197,240022,3.0,4.966666666666667,0.8504900548115384,4.1,5.8
08201,240022,5.0,6.1,1.0677078252031311,5.1,7.9
08202,240022,5.0,3.4799999999999995,1.3989281611290838,2.2,5.0
08204,240022,1.0,6.5,,6.5,6.5
08205,240022,2.0,6.6,2.262741699796952,5.0,8.2
08206,240022,1.0,4.6,,4.6,4.6
08207,240022,1.0,5.4,,5.4,5.4
08221,240022,1.0,6.8,,6.8,6.8
08230,240022,1.0,6.5,,6.5,6.5
08240,240022,9.0,5.644444444444446,1.4000992028344912,3.3,7.5
08241,240022,2.0,4.8,2.1213203435596424,3.3,6.3
