CPC,ASS,count,mean,std,min,max
08202,240024,5.0,4.8599999999999985,2.5481365740477884,0.7,7.6
08204,240024,1.0,7.7,,7.7,7.7
08205,240024,2.0,6.85,4.4547727214752495,3.7,10.0
08206,240024,1.0,2.8,,2.8,2.8
08207,240024,1.0,4.5,,4.5,4.5
08221,240024,1.0,8.1,,8.1,8.1
08230,240024,1.0,6.4,,6.4,6.4
08240,240024,9.0,5.455555555555557,2.021207010124836,0.8,7.7
08241,240024,2.0,4.15,1.2020815280171309,3.3,5.0
08242,240024,2.0,6.4,1.979898987322333,5.0,7.8
08243,240024,2.0,6.2,0.9899494936611668,5.5,6.9
08250,240024,1.0,5.7,,5.7,5.7
08260,240024,1.0,5.0,,5.0,5.0
08261,240024,2.0,4.25,2.192031021678297,2.7,5.8
08290,240024,7.0,5.9,0.6403124237432849,5.0,6.9
08291,240024,1.0,0.7,,0.7,0.7
08292,240024,2.0,4.8,2.6870057685088806,2.9,6.7
08301,240024,15.0,5.6466666666666665,1.7216547964372062,0.0,7.1
08302,240024,31.0,5.5580645161290345,1.5439719759003372,2.4,9.0
08303,240024,7.0,6.642857142857142,1.0533393610436337,5.1,8.3
08304,240024,7.0,6.2857142857142865,1.9299642236999897,4.1,10.0
08310,240024,2.0,4.1,4.101219330881976,1.2,7.0
08320,240024,11.0,5.636363636363638,1.5383580384765618,3.5,8.4
08328,240024,7.0,4.3,1.95106808355492,1.5,7.1
08330,240024,8.0,5.7875000000000005,1.6012829677658917,2.6,7.6
08338,240024,10.0,4.6,1.665332799572906,1.1,6.8
08339,240024,2.0,5.35,0.07071067811865513,5.3,5.4
08340,240024,14.0,6.3928571428571415,1.3958533566985445,4.0,9.0
08350,240024,9.0,6.177777777777778,1.4881009523699809,2.6,8.1
08360,240024,1.0,8.9,,8.9,8.9
08370,240024,17.0,6.0176470588235285,1.975865409800743,1.5,9.0
08380,240024,6.0,5.583333333333332,2.6271023327359493,1.1,8.3
08390,240024,10.0,6.6,1.2754084313139329,5.0,8.8
08392,240024,5.0,4.2799999999999985,2.984459750105536,0.4,7.4
08397,240024,3.0,6.366666666666666,1.2423096769056148,5.6,7.8
08400,240024,8.0,4.6875,1.0776131031126153,2.5,6.0
08401,240024,15.0,5.906666666666667,1.7830418097279983,2.7,10.0
08402,240024,1.0,8.0,,8.0,8.0
08430,240024,1.0,7.1,,7.1,7.1
08440,240024,13.0,5.06153846153846,2.054887856444751,0.3,8.4
08460,240024,2.0,6.35,0.7778174593052027,5.8,6.9
08470,240024,3.0,6.9,1.5716233645501712,5.1,8.0
08480,240024,1.0,5.0,,5.0,5.0
08500,240024,51.0,5.6803921568627445,1.5099694841741853,2.6,8.6
08513,240024,1.0,5.0,,5.0,5.0
08520,240024,10.0,6.2200000000000015,1.5186251091767915,5.0,10.0
08530,240024,14.0,5.392857142857144,1.8133964247804704,2.2,9.1
08540,240024,9.0,5.0,2.4217762076624667,0.7,7.4
08551,240024,2.0,5.15,0.2121320343559641,5.0,5.3
08552,240024,1.0,5.8,,5.8,5.8
08560,240024,6.0,5.083333333333333,1.7611549240957385,2.5,7.2
08570,240024,5.0,6.0600000000000005,1.0968135666557008,5.1,7.4
08600,240024,3.0,6.6000000000000005,1.552417469626002,5.0,8.1
08620,240024,3.0,6.333333333333332,1.2858201014657271,5.4,7.8
08630,240024,1.0,4.4,,4.4,4.4
08635,240024,3.0,4.966666666666667,1.6441816606851365,3.1,6.2
08640,240024,9.0,5.955555555555557,1.0829486496495473,4.6,8.4
08680,240024,1.0,6.5,,6.5,6.5
08695,240024,2.0,5.45,0.636396103067893,5.0,5.9
08700,240024,17.0,5.952941176470588,1.4031739232267428,3.1,8.1
08719,240024,10.0,5.2,1.1869662543176571,3.3,7.1
08720,240024,12.0,5.425000000000002,1.241058932012204,3.1,8.1
08730,240024,1.0,1.7,,1.7,1.7
08740,240024,4.0,6.200000000000001,1.7511900715418267,5.0,8.8
08750,240024,7.0,4.614285714285714,1.7170018165672505,1.9,6.6
08755,240024,2.0,4.7,0.4242640687119283,4.4,5.0
08757,240024,7.0,6.328571428571429,1.0812250547631694,5.0,8.1
08759,240024,2.0,4.75,0.3535533905932738,4.5,5.0
08760,240024,3.0,3.233333333333333,2.9737742572921264,0.5,6.4
08770,240024,25.0,6.072,1.1487384384619503,4.2,8.1
08780,240024,1.0,3.5,,3.5,3.5
08788,240024,2.0,5.3,0.4242640687119283,5.0,5.6
08790,240024,1.0,5.9,,5.9,5.9
08800,240024,17.0,5.9294117647058835,1.3669147311931864,3.1,7.8
08810,240024,4.0,4.375,2.2881943390659223,1.5,6.5
08820,240024,5.0,5.86,1.1502173707608487,4.3,7.3
08830,240024,13.0,6.015384615384615,1.6501748159140364,2.4,8.5
08840,240024,9.0,5.566666666666666,1.98997487421324,1.1,8.0
08850,240024,28.0,5.5,1.9264244369066519,0.6,8.5
08860,240024,7.0,6.014285714285713,1.4519281105121002,4.0,8.2
08870,240024,7.0,6.542857142857144,1.1702665549026892,4.7,8.2
08901,240024,7.0,6.1000000000000005,2.9126162351626985,1.0,10.0
08902,240024,22.0,5.613636363636363,1.867337155402862,0.5,8.9
08904,240024,3.0,6.3,0.7937253933193771,5.4,6.9
08905,240024,1.0,5.6,,5.6,5.6
08906,240024,14.0,5.835714285714286,1.4468039805867825,2.0,7.9
08907,240024,20.0,6.1949999999999985,1.5195134262755228,3.3,10.0
08911,240024,7.0,5.057142857142857,2.1164885564358267,2.1,7.4
08912,240024,26.0,5.93846153846154,1.857111073269862,0.8,8.8
08915,240024,1.0,5.0,,5.0,5.0
08916,240024,6.0,5.0,1.2425779653607252,2.6,6.1
08917,240024,4.0,5.4,1.9866219234335118,3.4,7.8
08918,240024,1.0,1.3,,1.3,1.3
08924,240024,2.0,5.300000000000002,2.9698484809834995,3.2,7.4
08930,240024,5.0,6.44,1.8836135484753769,5.0,8.6
08940,240024,8.0,5.437499999999999,2.057694618464349,0.9,7.5
08950,240024,28.0,5.314285714285715,1.475155807392784,0.0,8.0
08960,240024,12.0,6.099999999999999,1.7362446413295145,2.7,8.9
08970,240024,6.0,5.833333333333332,1.9663841605003505,2.6,7.8
08980,240024,23.0,5.7217391304347816,2.170453769426428,0.0,10.0
17002,240024,6.0,5.233333333333333,1.4665151436881472,3.3,7.3
17003,240024,21.0,5.242857142857143,1.931727576179268,0.8,9.4
17004,240024,5.0,6.3,2.188606862823929,4.4,10.0
17005,240024,8.0,5.949999999999998,1.3617215994048542,3.6,7.5
17006,240024,4.0,5.975,0.6946221994724904,5.5,7.0
17007,240024,1.0,5.1,,5.1,5.1
17100,240024,1.0,5.3,,5.3,5.3
17200,240024,1.0,2.7,,2.7,2.7
17230,240024,3.0,6.366666666666667,1.305118130030126,5.0,7.6
17244,240024,2.0,5.9,0.2828427124746186,5.7,6.1
17252,240024,1.0,5.9,,5.9,5.9
17257,240024,4.0,5.4,1.6350331291240965,3.4,7.4
17300,240024,4.0,5.425000000000002,0.6994045086119097,4.6,6.1
17310,240024,6.0,5.466666666666668,2.286190426597633,2.0,8.3
17320,240024,1.0,6.2,,6.2,6.2
17401,240024,2.0,5.9,3.535533905932738,3.4,8.4
17430,240024,1.0,3.5,,3.5,3.5
17450,240024,3.0,5.966666666666666,0.7767453465154031,5.1,6.6
17458,240024,4.0,5.8500000000000005,1.2449899597988732,5.0,7.7
17480,240024,6.0,6.566666666666666,1.7130868824045866,3.5,8.1
17486,240024,1.0,10.0,,10.0,10.0
17500,240024,4.0,5.125,1.1644025649805712,4.2,6.8
17520,240024,3.0,5.666666666666668,1.4224392195567912,4.7,7.3
17600,240024,10.0,6.719999999999999,2.193323201597673,2.0,10.0
17800,240024,13.0,5.838461538461537,1.467729801165994,3.3,8.4
17820,240024,4.0,6.55,0.2380476142847616,6.3,6.8
25002,240024,14.0,6.042857142857143,0.9103797058322473,4.5,7.7
25003,240024,5.0,5.92,0.9884331034521252,5.0,7.5
25005,240024,1.0,5.0,,5.0,5.0
25006,240024,1.0,8.0,,8.0,8.0
25008,240024,5.0,6.7799999999999985,0.9576011695899291,5.5,7.7
25080,240024,1.0,3.3,,3.3,3.3
25100,240024,1.0,5.0,,5.0,5.0
25110,240024,5.0,3.2,2.2124646889837587,0.2,5.9
25111,240024,11.0,5.6090909090909085,2.122948207307256,0.5,8.6
25126,240024,1.0,5.6,,5.6,5.6
25193,240024,3.0,4.966666666666667,2.064784088793144,2.6,6.4
25196,240024,1.0,5.0,,5.0,5.0
25200,240024,3.0,6.4,0.5291502622129179,5.8,6.8
25210,240024,1.0,5.2,,5.2,5.2
25230,240024,2.0,6.9,0.4242640687119289,6.6,7.2
25280,240024,6.0,6.566666666666667,2.3398005613014683,3.3,10.0
25300,240024,6.0,4.95,1.6682325976913408,2.2,6.8
25310,240024,2.0,5.800000000000002,0.5656854249492379,5.4,6.2
25337,240024,5.0,5.76,1.2054044964243331,4.1,7.0
25400,240024,3.0,7.533333333333334,2.203028218914441,5.0,9.0
25500,240024,1.0,8.5,,8.5,8.5
25520,240024,3.0,3.6333333333333333,1.40118997046558,2.2,5.0
25530,240024,3.0,3.966666666666667,1.7897858344878403,1.9,5.0
25560,240024,1.0,5.1,,5.1,5.1
25600,240024,4.0,5.775,0.8539125638299666,5.0,6.7
25620,240024,4.0,6.775,0.9742518497116988,5.8,8.1
25700,240024,6.0,6.1000000000000005,1.6223439832538598,4.4,8.9
25730,240024,1.0,8.8,,8.8,8.8
25740,240024,1.0,6.2,,6.2,6.2
43002,240024,8.0,5.7250000000000005,2.2004869590940226,1.7,8.4
43003,240024,21.0,5.7857142857142865,1.8122598363054108,1.4,8.7
43005,240024,16.0,5.35625,2.033377731755711,0.2,7.9
43007,240024,11.0,5.909090909090909,1.546256476432384,3.6,8.4
43110,240024,5.0,6.0,1.9313207915827968,3.5,8.9
43120,240024,14.0,5.471428571428571,1.5076362402672048,2.9,7.8
43201,240024,2.0,4.65,1.0606601717798216,3.9,5.4
43204,240024,1.0,3.2,,3.2,3.2
43205,240024,17.0,6.252941176470588,1.879201175718962,0.9,8.6
43206,240024,14.0,5.4642857142857135,1.6620687493219188,0.8,7.4
43330,240024,2.0,7.5,3.5355339059327378,5.0,10.0
43400,240024,3.0,4.133333333333334,3.6665151483845437,1.4,8.3
43470,240024,1.0,5.0,,5.0,5.0
43500,240024,19.0,5.652631578947368,1.467942029226492,3.0,8.2
43530,240024,1.0,5.8,,5.8,5.8
43570,240024,1.0,5.0,,5.0,5.0
43700,240024,5.0,7.160000000000001,2.1972710347155635,4.2,10.0
43740,240024,3.0,6.7,0.7810249675906655,5.8,7.2
43750,240024,2.0,5.7,0.4242640687119283,5.4,6.0
43780,240024,3.0,5.133333333333334,3.2020826556060875,2.0,8.4
43800,240024,5.0,5.36,1.242175510948433,3.6,6.7
43820,240024,1.0,5.0,,5.0,5.0
43830,240024,1.0,7.6,,7.6,7.6
43840,240024,4.0,4.875,1.3149778198382918,3.5,6.0
43850,240024,5.0,7.480000000000001,0.9176055797563571,6.1,8.3
43870,240024,4.0,4.85,2.8571547618799604,1.2,7.5
43881,240024,2.0,4.5,0.7071067811865476,4.0,5.0
43890,240024,3.0,5.266666666666667,0.4618802153517005,5.0,5.8
43893,240024,1.0,7.6,,7.6,7.6
