CPC,ASS,count,mean,std,min,max
17320,240014,1.0,6.3,,6.3,6.3
17401,240014,2.0,6.15,0.2121320343559641,6.0,6.3
17430,240014,1.0,5.7,,5.7,5.7
17450,240014,3.0,7.2333333333333325,1.7672954855748748,5.2,8.4
17458,240014,4.0,6.85,2.6764404221527767,3.3,9.2
17480,240014,6.0,6.283333333333332,1.8627041275164091,3.2,8.1
17486,240014,1.0,9.0,,9.0,9.0
17500,240014,4.0,6.675,1.3250786140200634,5.0,8.2
17520,240014,3.0,7.233333333333333,1.3203534880225576,5.8,8.4
17600,240014,10.0,6.910000000000001,1.5814550262337528,4.0,9.1
17800,240014,13.0,6.3769230769230765,1.874457186384833,2.4,9.8
17820,240014,4.0,7.449999999999998,0.506622805119022,7.0,8.1
25002,240014,14.0,5.450000000000001,1.2864680330268607,3.2,7.2
25003,240014,5.0,5.96,2.2176564206386886,2.5,8.3
25005,240014,1.0,8.4,,8.4,8.4
25006,240014,1.0,9.1,,9.1,9.1
25008,240014,5.0,7.1400000000000015,1.035857133006285,5.5,8.3
25080,240014,1.0,5.9,,5.9,5.9
25100,240014,1.0,7.0,,7.0,7.0
25110,240014,5.0,5.7200000000000015,1.497330958739583,3.5,7.5
25111,240014,11.0,6.9,1.2814054783713078,5.0,9.4
25126,240014,1.0,5.7,,5.7,5.7
25193,240014,3.0,5.6000000000000005,3.7322915213043046,1.3,8.0
25196,240014,1.0,8.5,,8.5,8.5
25200,240014,3.0,6.2666666666666675,1.5307950004273383,5.1,8.0
25210,240014,1.0,5.5,,5.5,5.5
25230,240014,2.0,7.9,0.2828427124746186,7.7,8.1
25280,240014,6.0,7.166666666666665,1.5870307705481541,5.6,9.4
25300,240014,6.0,6.816666666666666,2.0380546279888248,3.6,9.0
25310,240014,2.0,4.85,1.0606601717798212,4.1,5.6
25337,240014,5.0,6.08,0.6457553716385177,5.5,7.0
25400,240014,3.0,7.7,1.3892443989449812,6.8,9.3
25500,240014,1.0,7.0,,7.0,7.0
